Julian Date,Snow Depth (m),Air Temp (°C),Ground temp (°C),Wind velocity (m/s),hflux1_W_m2,hflux2_W_m2
299.5,0.085,-10.1098,-1.58591,0,21.6934,16.5622
299.542,0.085,-9.61279,-1.61212,0,21.6578,16.693
299.583,0.084,-8.8298,-1.61212,0,22.0502,16.6427
299.625,0.086,-8.2731,-1.61212,0,22.7638,16.4315
299.667,0.089,-8.69217,-1.61212,0,20.8728,16.1902
299.708,0.088,-9.93845,-1.63828,0,20.8728,16.16
299.75,0.088,-11.8963,-1.6687,0,21.301,16.4918
299.792,0.087,-12.5609,-1.7251,0,22.4427,17.2159
299.833,0.085,-10.4269,-1.75543,0,23.192,17.6282
299.875,0.089,-9.76547,-1.6687,0,22.0146,16.6427
299.917,0.09,-9.19183,-1.61212,0,20.4446,15.436
299.958,0.089,-10.1312,-1.55536,0,18.1968,14.5309
300,0.089,-9.61279,-1.52472,0,18.1254,14.5008
300.042,0.09,-9.4809,-1.49844,0,18.5536,14.2996
300.083,0.09,-9.25897,-1.49844,0,18.1254,13.9778
300.125,0.09,-9.07947,-1.44131,0,17.0194,13.6862
300.167,0.09,-9.16943,-1.41489,0,16.2344,13.3041
300.208,0.09,-9.28128,-1.41052,0,15.4851,13.1331
300.25,0.089,-8.24954,-1.38406,0,15.8419,13.1331
300.292,0.088,-8.32016,-1.35315,0,15.8419,12.4896
300.333,0.085,-8.71518,-1.3222,0,15.8062,11.8158
300.375,0.084,-8.76111,-1.26904,0,15.4851,11.4236
300.417,0.086,-7.91656,-1.23798,0,13.9152,11.0013
300.458,0.09,-6.88028,-1.17566,0,12.7734,10.2873
300.5,0.078,-5.97076,-1.09076,0,11.9528,9.51298
300.542,0.093,-5.34824,-1.00549,0,10.7754,8.49732
300.583,0.091,-5.04309,-0.94693,0,9.2768,7.72301
300.625,0.093,-4.76138,-0.888184,0,9.2768,7.24032
300.667,0.098,-4.76138,-0.856476,0,8.49184,6.91451
300.708,0.1,-5.32071,-0.829285,0,7.70688,6.69026
300.75,0.101,-5.81033,-0.802032,0,7.35008,6.66914
300.792,0.104,-6.02396,-0.802032,0,6.99328,6.69227
300.833,0.105,-6.62488,-0.802032,0,7.70688,6.75763
300.875,0.108,-8.89822,-0.802032,0,8.17072,6.99495
300.917,0.104,-10.9231,-0.860992,0,9.2768,7.99452
300.958,0.107,-11.6627,-0.951416,0,10.8824,9.42247
301,0.107,-10.6767,-1.03693,0,13.5584,10.6493
301.042,0.107,-9.61279,-1.09525,0,13.1659,11.0415
301.083,0.107,-9.01169,-1.09525,0,13.1659,10.9108
301.125,0.106,-8.98904,-1.09525,0,13.5227,10.5286
301.167,0.107,-9.14697,-1.09525,0,13.5227,10.1867
301.208,0.106,-9.39243,-1.06384,0,13.0946,10.0057
301.25,0.106,-9.56891,-1.09525,0,13.1302,9.93533
301.292,0.106,-9.76547,-1.06833,0,12.381,9.95544
301.333,0.106,-9.89536,-1.06833,0,12.7734,10.0258
301.375,0.105,-9.83054,-1.09525,0,12.8091,10.0459
301.417,0.105,-9.54697,-1.06833,0,12.7378,10.0359
301.458,0.103,-9.10199,-1.03693,0,13.5584,9.75432
301.5,0.103,-8.80695,-1.03693,0,11.9528,9.32191
301.542,0.103,-8.06,-1.00998,0,11.1678,8.96995
301.583,0.101,-7.45486,-0.978455,0,10.811,8.78894
301.625,0.106,-7.08215,-0.973969,0,11.2035,8.68838
301.667,0.107,-7.89252,-0.978455,0,10.4899,8.83922
301.708,0.106,-7.30664,-1.03244,0,11.2035,9.31186
301.75,0.106,-6.93097,-1.00549,0,11.596,9.38225
301.792,0.106,-6.70187,-0.978455,0,10.4186,8.9599
301.833,0.106,-6.67624,-0.94693,0,9.66928,8.50738
301.875,0.109,-6.41803,-0.94693,0,9.2768,8.21575
301.917,0.108,-6.26135,-0.91983,0,9.2768,7.90402
301.958,0.109,-6.07697,-0.888184,0,8.88432,7.64256
302,0.106,-5.62143,-0.860992,0,9.2768,7.43138
302.042,0.099,-5.34824,-0.829285,0,9.2768,7.14982
302.083,0.09,-5.4032,-0.802032,0,7.70688,6.85015
302.125,0.112,-5.09897,-0.770203,0,6.9576,6.58869
302.167,0.111,-4.78973,-0.742859,0,6.9576,6.31617
302.208,0.113,-4.61896,-0.715485,0,6.9576,5.99941
302.25,0.117,-4.61896,-0.683502,0,6.9576,5.71684
302.292,0.117,-4.56168,-0.683502,0,6.9576,5.41113
302.333,0.119,-4.27264,-0.651459,0,6.9576,5.20398
302.375,0.126,-3.97922,-0.623962,0,6.9576,4.92141
302.417,0.123,-3.31729,-0.56427,0,5.74448,4.63682
302.458,0.119,-2.51706,-0.536621,0,5.42336,4.27581
302.5,0.114,-2.25031,-0.509003,0,4.6384,3.88363
302.542,0.125,-1.72208,-0.476685,0,4.6384,3.44519
302.583,0.132,-1.14481,-0.448914,0,4.21024,2.98965
302.625,0.134,-1.14481,-0.416504,0,2.3192,2.67691
302.667,0.126,-1.26776,-0.360779,0,2.3192,2.42551
302.708,0.126,-1.815,-0.35611,0,2.3192,2.24249
302.75,0.137,-2.33426,-0.360779,0,2.3192,2.15701
302.792,0.137,-2.52347,-0.360779,0,2.3192,2.15802
302.833,0.128,-3.01801,-0.360779,0,2.74736,2.15902
302.875,0.074,-3.1636,-0.332886,0,3.06848,2.20126
302.917,0.091,-3.19443,-0.332886,0,2.3192,2.27869
302.958,0.103,-3.03973,-0.328217,0,2.3192,2.35713
303,0.11,-3.43936,-0.332886,0,2.3192,2.50696
303.042,0.115,-3.25595,-0.360779,0,2.3192,2.62964
303.083,0.117,-2.15945,-0.328217,0,2.35488,2.77143
303.125,0.115,-1.36624,-0.360779,0,3.49664,2.97557
303.167,0.096,-2.19522,-0.360779,0,3.85344,3.052
303.208,0.114,-2.85559,-0.360779,0,4.24592,3.12943
303.25,0.13,-2.89005,-0.360779,0,4.6384,3.29535
303.292,0.113,-3.74118,-0.388672,0,4.24592,3.54575
303.333,0.123,-4.33081,-0.388672,0,4.6384,3.79614
303.375,0.129,-5.09897,-0.448914,0,4.6384,4.06765
303.417,0.13,-5.43057,-0.448914,0,5.42336,4.27481
303.458,0.131,-5.48532,-0.448914,0,6.20832,4.52822
303.5,0.135,-5.01511,-0.509003,0,6.9576,4.78867
303.542,0.134,-3.91998,-0.481293,0,6.9576,5.04912
303.583,0.134,-3.59085,-0.509003,0,6.9576,5.22108
303.625,0.133,-3.8606,-0.509003,0,6.9576,5.24219
303.667,0.133,-4.84634,-0.509003,0,6.9576,5.2965
303.708,0.134,-6.31372,-0.536621,0,6.9576,5.43024
303.75,0.134,-8.89822,-0.568848,0,6.9576,5.68265
303.792,0.134,-10.4478,-0.568848,0,5.81584,6.04366
303.833,0.139,-11.2667,-0.628601,0,7.35008,6.57059
303.875,0.136,-12.3735,-0.660645,0,8.92,7.13976
303.917,0.137,-12.6539,-0.68811,0,8.84864,7.71295
303.958,0.137,-13.5937,-0.747437,0,8.5632,8.24592
304,0.136,-14.4367,-0.80658,0,9.66928,8.71855
304.042,0.135,-14.8027,-0.833832,0,9.70496,9.24146
304.083,0.132,-14.8848,-0.8927,0,12.8091,9.77443
304.125,0.132,-14.4535,-0.951416,0,12.7378,10.237
304.167,0.131,-12.7464,-0.983002,0,12.381,10.5487
304.208,0.131,-11.7993,-0.978455,0,12.8091,10.5689
304.25,0.132,-11.3266,-0.978455,0,13.1659,10.3074
304.292,0.13,-10.7592,-0.978455,0,13.5227,9.98561
304.333,0.13,-10.5105,-0.978455,0,12.7378,9.67387
304.375,0.129,-10.3007,-0.951416,0,11.2035,9.32191
304.417,0.125,-10.1312,-0.924347,0,11.1678,9.01018
304.458,0.125,-9.30359,-0.91983,0,10.8824,8.66827
304.5,0.126,-8.20236,-0.8927,0,9.24112,8.30626
304.542,0.123,-7.67496,-0.860992,0,9.2768,7.91407
304.583,0.123,-7.7478,-0.833832,0,9.2768,7.49172
304.625,0.121,-8.01227,-0.77475,0,8.88432,7.11965
304.667,0.124,-8.3905,-0.747437,0,8.49184,6.8964
304.708,0.121,-8.89822,-0.747437,0,8.84864,6.79987
304.75,0.121,-9.30359,-0.747437,0,7.38576,6.80188
304.792,0.121,-9.43674,-0.747437,0,8.88432,6.86624
304.833,0.118,-9.54697,-0.742859,0,8.84864,6.93361
304.875,0.118,-9.63467,-0.747437,0,8.5632,7.06937
304.917,0.117,-9.61279,-0.747437,0,8.49184,7.14982
304.958,0.118,-9.56891,-0.747437,0,8.88432,7.26043
305,0.117,-9.45883,-0.779297,0,9.2768,7.32077
305.042,0.12,-9.7872,-0.77475,0,9.24112,7.3811
305.083,0.114,-10.3218,-0.80658,0,8.92,7.43138
305.125,0.116,-9.83054,-0.80658,0,9.2768,7.68278
305.167,0.116,-9.50293,-0.80658,0,8.88432,7.82357
305.208,0.116,-9.10199,-0.833832,0,8.49184,7.84368
305.25,0.116,-8.62299,-0.833832,0,9.2768,7.81351
305.292,0.116,-8.3905,-0.80658,0,9.2768,7.67273
305.333,0.116,-8.3436,-0.833832,0,8.88432,7.49172
305.375,0.115,-8.03613,-0.77475,0,8.49184,7.34088
305.417,0.113,-7.23212,-0.77475,0,9.2768,7.15987
305.458,0.113,-6.57336,-0.742859,0,8.84864,6.89439
305.5,0.112,-5.75656,-0.715485,0,7.35008,6.53238
305.542,0.107,-5.01511,-0.68811,0,7.35008,6.13818
305.583,0.112,-4.2435,-0.656067,0,6.9576,5.64946
305.625,0.113,-3.80093,-0.596436,0,6.9576,5.24621
305.667,0.117,-4.41772,-0.56427,0,6.56512,4.88822
305.708,0.118,-4.93094,-0.596436,0,6.17264,4.68207
305.75,0.121,-5.32071,-0.568848,0,5.42336,4.57649
305.792,0.121,-5.48532,-0.536621,0,5.81584,4.58855
305.833,0.121,-5.64853,-0.536621,0,6.9576,4.69816
305.875,0.121,-5.91745,-0.568848,0,6.17264,4.7414
305.917,0.12,-6.46994,-0.536621,0,6.56512,4.78464
305.958,0.121,-6.77853,-0.54126,0,6.56512,4.95057
306,0.12,-7.3562,-0.568848,0,6.9576,5.18085
306.042,0.12,-8.59988,-0.568848,0,6.9576,5.45437
306.083,0.12,-10.1524,-0.601013,0,6.9576,5.8727
306.125,0.12,-9.76547,-0.660645,0,6.9576,6.51729
306.167,0.12,-8.73816,-0.715485,0,7.77824,7.08948
306.208,0.12,-8.55353,-0.747437,0,9.2768,7.3811
306.25,0.123,-8.57672,-0.747437,0,9.2768,7.3811
306.292,0.123,-8.53036,-0.742859,0,9.2768,7.36099
306.333,0.124,-8.17868,-0.77475,0,9.2768,7.46155
306.375,0.123,-7.84439,-0.77475,0,9.2768,7.51183
306.417,0.124,-8.24954,-0.802032,0,9.24112,7.51183
306.458,0.125,-8.59988,-0.80658,0,8.92,7.61239
306.5,0.125,-8.53036,-0.833832,0,9.2768,7.86379
306.542,0.126,-8.22595,-0.833832,0,9.2768,8.22581
306.583,0.125,-8.03613,-0.8927,0,9.66928,8.48726
306.625,0.125,-8.32016,-0.8927,0,10.4899,8.72861
306.667,0.125,-8.2731,-0.91983,0,10.811,8.92973
306.708,0.129,-7.28186,-0.951416,0,11.596,9.03029
306.75,0.126,-5.4032,-0.91983,0,11.5603,8.89956
306.792,0.126,-5.2655,-0.91983,0,9.2768,8.39676
306.833,0.126,-5.53986,-0.860992,0,9.2768,7.7934
306.875,0.126,-5.64853,-0.833832,0,9.2768,7.25038
306.917,0.127,-5.78345,-0.802032,0,8.06368,6.8602
306.958,0.125,-5.5126,-0.770203,0,6.9576,6.57863
307,0.123,-5.29312,-0.715485,0,7.35008,6.36143
307.042,0.129,-5.07104,-0.715485,0,6.9576,6.13114
307.083,0.132,-5.23785,-0.683502,0,6.9576,5.90187
307.125,0.133,-5.32071,-0.683502,0,6.9576,5.6746
307.167,0.134,-5.3757,-0.656067,0,6.9576,5.48957
307.208,0.134,-5.07104,-0.623962,0,6.9576,5.32767
307.25,0.136,-4.81805,-0.596436,0,6.9576,5.23918
307.292,0.136,-4.78973,-0.596436,0,6.9576,5.08733
307.333,0.12,-4.78973,-0.56427,0,6.56512,4.95459
307.375,0.138,-4.84634,-0.56427,0,6.56512,4.78163
307.417,0.143,-4.67606,-0.536621,0,5.81584,4.61671
307.458,0.144,-4.38879,-0.509003,0,5.38768,4.38743
307.5,0.144,-4.47543,-0.476685,0,4.6384,4.16922
307.542,0.143,-4.15585,-0.509003,0,4.6384,3.8967
307.583,0.146,-3.43936,-0.476685,0,4.6384,3.69156
307.625,0.147,-3.50009,-0.448914,0,4.6384,3.53971
307.667,0.148,-3.77109,-0.448914,0,4.6384,3.42105
307.708,0.148,-4.21429,-0.416504,0,4.6384,3.39993
307.75,0.147,-4.27264,-0.421112,0,4.6384,3.43312
307.792,0.146,-4.21429,-0.416504,0,4.6384,3.50954
307.833,0.145,-4.12653,-0.421112,0,4.6384,3.54273
307.875,0.151,-4.47543,-0.421112,0,4.6384,3.59603
307.917,0.158,-4.56168,-0.421112,0,4.6384,3.58496
307.958,0.158,-4.50421,-0.421112,0,4.6384,3.59603
308,0.155,-4.61896,-0.421112,0,4.6384,3.58496
308.042,0.154,-4.87457,-0.448914,0,4.6384,3.59603
308.083,0.154,-4.95905,-0.421112,0,4.6384,3.64027
308.125,0.153,-5.18243,-0.421112,0,4.6384,3.70664
308.167,0.153,-5.2655,-0.448914,0,4.6384,3.76195
308.208,0.152,-5.48532,-0.448914,0,4.6384,3.88061
308.25,0.151,-5.99738,-0.448914,0,4.6384,3.9681
308.292,0.151,-7.00671,-0.448914,0,4.6384,4.03447
308.333,0.149,-8.48386,-0.453552,0,4.6384,4.23257
308.375,0.149,-8.3436,-0.481293,0,5.85152,4.55135
308.417,0.15,-7.7478,-0.481293,0,6.56512,4.88722
308.458,0.147,-6.18256,-0.509003,0,6.9576,5.20297
308.5,0.146,-4.21429,-0.509003,0,6.9576,5.28443
308.542,0.147,-3.13269,-0.509003,0,6.9576,5.10543
308.583,0.149,-2.55853,-0.504364,0,6.92192,4.72129
308.625,0.148,-2.41467,-0.476685,0,5.42336,4.28687
308.667,0.148,-2.5394,-0.448914,0,5.42336,3.91782
308.708,0.148,-3.10178,-0.448914,0,4.6384,3.62519
308.75,0.15,-3.50009,-0.448914,0,4.6384,3.44016
308.792,0.151,-3.65112,-0.416504,0,4.6384,3.31144
308.833,0.15,-4.27264,-0.388672,0,4.6384,3.26921
308.875,0.151,-5.04309,-0.421112,0,4.60272,3.28127
308.917,0.15,-5.43057,-0.388672,0.006375,4.2816,3.4482
308.958,0.15,-5.29312,-0.421112,0.02625,4.6384,3.72072
309,0.151,-5.29312,-0.448914,0.0435,5.42336,3.98117
309.042,0.151,-6.05048,-0.448914,0.039,4.6384,4.17827
309.083,0.15,-6.8295,-0.453552,0.040875,4.67408,4.37335
309.125,0.15,-6.49585,-0.481293,0.0825,6.9576,4.62475
309.167,0.149,-6.18256,-0.481293,0.115125,7.35008,4.88722
309.208,0.149,-6.392,-0.481293,0.09225,6.9576,5.03604
309.25,0.15,-6.93097,-0.509003,0.0705,6.9576,5.1004
309.292,0.149,-6.20889,-0.509003,0.07875,6.9576,5.17884
309.333,0.149,-5.45798,-0.536621,0.0675,6.56512,5.26331
309.375,0.148,-5.64853,-0.54126,0.03375,6.9576,5.207
309.417,0.147,-5.07104,-0.509003,0.012,6.9576,5.05415
309.458,0.146,-4.44662,-0.509003,0.0045,6.9576,4.91135
309.5,0.145,-4.03824,-0.509003,0.001125,6.9576,4.75045
309.542,0.145,-4.27264,-0.536621,0,6.56512,4.65191
309.583,0.143,-4.33081,-0.509003,0,6.56512,4.62978
309.625,0.146,-4.03824,-0.509003,0,6.9576,4.7223
309.667,0.146,-5.29312,-0.536621,0,6.56512,4.86107
309.708,0.148,-6.02396,-0.536621,0,6.9576,5.028
309.75,0.145,-6.18256,-0.536621,0.130875,6.9576,5.23415
309.792,0.144,-5.83716,-0.568848,0.637125,6.9576,5.41817
309.833,0.144,-5.53986,-0.568848,1.38225,6.9576,5.49158
309.875,0.144,-5.5126,-0.568848,1.82963,6.9576,5.39203
309.917,0.146,-5.72955,-0.568848,1.731,6.9576,5.27337
309.958,0.146,-5.6756,-0.568848,1.371,6.9576,5.18487
310,0.146,-5.70258,-0.568848,1.17675,6.9576,5.07727
310.042,0.143,-5.45798,-0.568848,1.2795,6.9576,5.03403
310.083,0.104,-5.4032,-0.536621,1.49362,6.9576,4.93548
310.125,0.155,-5.3757,-0.536621,1.61662,6.52944,4.82487
310.167,0.162,-5.32071,-0.536621,1.653,6.6008,4.72733
310.208,0.168,-5.01511,-0.509003,1.77788,6.17264,4.56442
310.25,0.174,-4.87457,-0.509003,2.00588,6.17264,4.41056
310.292,0.184,-4.81805,-0.481293,2.1285,5.74448,4.23559
310.333,0.182,-4.76138,-0.476685,2.163,4.6384,4.05156
310.375,0.179,-4.78973,-0.448914,2.31638,4.6384,3.8967
310.417,0.177,-4.733,-0.476685,2.49075,4.6384,3.67949
310.458,0.177,-3.28665,-0.421112,2.42775,4.6384,3.46228
310.5,0.176,-2.11719,-0.388672,2.15887,4.6384,3.25613
310.542,0.173,-2.3407,-0.421112,1.959,3.81776,3.06909
310.583,0.176,-2.47556,-0.360779,1.91625,3.13984,2.8187
310.625,0.179,-2.72345,-0.360779,1.84013,3.06848,2.66685
310.667,0.177,-3.07077,-0.360779,1.76588,2.3192,2.50394
310.708,0.177,-3.56061,-0.328217,1.9185,3.10416,2.37422
310.75,0.176,-3.8606,-0.300232,2.04562,2.71168,2.30886
310.792,0.176,-4.00876,-0.300232,1.7895,2.3192,2.28875
310.833,0.175,-4.21429,-0.272278,1.38188,2.3192,2.28875
310.875,0.178,-4.41772,-0.300232,1.197,2.3192,2.28875
310.917,0.178,-4.67606,-0.272278,1.37287,2.3192,2.34405
310.958,0.178,-4.78973,-0.300232,1.84462,2.3192,2.37623
311,0.179,-4.78973,-0.272278,2.21138,2.71168,2.46372
311.042,0.179,-4.67606,-0.272278,2.15062,2.3192,2.54015
311.083,0.177,-4.733,-0.332886,1.92712,2.3192,2.56227
311.125,0.176,-5.32071,-0.300232,1.95375,2.3192,2.61657
311.167,0.168,-5.59427,-0.300232,2.286,2.3192,2.68194
311.208,0.171,-5.78345,-0.300232,2.64487,3.85344,2.74629
311.25,0.174,-5.99738,-0.304932,2.61787,3.10416,2.80261
311.292,0.176,-6.07697,-0.300232,2.145,4.2816,2.9444
311.333,0.173,-5.99738,-0.332886,1.62712,4.6384,3.06406
311.375,0.172,-5.91745,-0.332886,1.37325,4.6384,3.18373
311.417,0.17,-5.34824,-0.332886,1.353,4.6384,3.20384
311.458,0.168,-4.38879,-0.360779,1.55812,4.6384,3.19278
311.5,0.172,-2.70447,-0.332886,2.25938,4.6384,3.14753
311.542,0.172,-1.01758,-0.360779,3.34163,4.24592,3.02686
311.583,0.167,-0.882568,-0.332886,3.9285,3.42528,2.82976
311.625,0.168,-0.840881,-0.300232,3.546,3.10416,2.63266
311.667,0.165,-1.50467,-0.300232,2.81363,2.3192,2.41545
311.708,0.167,-2.03226,-0.272278,2.49675,2.3192,2.25456
311.75,0.164,-2.4339,-0.272278,2.70825,2.71168,2.16707
311.792,0.154,-2.68549,-0.300232,3.1425,2.74736,2.15802
311.833,0.143,-2.88379,-0.272278,3.5085,2.676,2.18014
311.875,0.158,-3.13269,-0.272278,3.66375,2.3192,2.23444
311.917,0.168,-3.68118,-0.272278,3.6045,2.71168,2.30081
311.958,0.171,-4.06775,-0.300232,3.43162,2.3192,2.37623
312,0.171,-4.90277,-0.272278,3.33037,2.35488,2.50998
312.042,0.171,-5.91745,-0.300232,3.3705,2.676,2.66082
312.083,0.173,-6.75305,-0.300232,3.33563,2.74736,2.79255
312.125,0.169,-7.67496,-0.332886,3.10538,4.24592,3.05602
312.167,0.173,-7.20721,-0.332886,2.91075,4.6384,3.39692
312.208,0.171,-6.8295,-0.39328,2.97337,4.6384,3.80921
312.25,0.172,-7.40561,-0.39328,3.17475,4.6384,4.12397
312.292,0.172,-7.23212,-0.39328,3.21938,5.45904,4.35324
312.333,0.171,-7.15729,-0.421112,3.12038,6.17264,4.55738
312.375,0.17,-6.80402,-0.453552,3.0855,6.56512,4.69816
312.417,0.159,-6.70187,-0.481293,3.0495,6.9576,4.70822
312.458,0.142,-6.31372,-0.481293,3.015,6.92192,4.62978
312.5,0.15,-5.91745,-0.448914,3.126,5.85152,4.53224
312.542,0.166,-5.64853,-0.448914,3.222,6.13696,4.42162
312.583,0.147,-5.89072,-0.448914,3.1545,5.42336,4.31503
312.625,0.141,-6.392,-0.448914,3.01388,4.67408,4.24665
312.667,0.187,-6.46994,-0.448914,2.8935,6.13696,4.16318
312.708,0.183,-6.8295,-0.448914,2.77312,5.03088,4.11793
312.75,0.173,-7.23212,-0.421112,2.58862,4.6384,4.05357
312.792,0.169,-7.504,-0.421112,2.466,4.6384,4.02039
312.833,0.186,-7.52853,-0.453552,2.53387,5.42336,4.01033
312.875,0.193,-7.7478,-0.421112,2.67112,4.6384,4.01134
312.917,0.189,-8.10757,-0.448914,2.75325,4.6384,4.05458
312.958,0.188,-8.17868,-0.421112,2.84137,4.24592,4.08776
313,0.188,-8.22595,-0.453552,2.99512,5.45904,4.15313
313.042,0.195,-8.48386,-0.453552,3.069,5.38768,4.20743
313.083,0.197,-8.64609,-0.453552,2.98575,4.67408,4.26274
313.125,0.195,-8.8298,-0.453552,2.90625,5.74448,4.30497
313.167,0.19,-8.8298,-0.453552,2.93062,5.42336,4.36028
313.208,0.171,-8.94373,-0.453552,3.16275,6.6008,4.41458
313.25,0.148,-9.34805,-0.481293,3.6075,6.9576,4.47995
313.292,0.182,-10.1524,-0.453552,3.87675,6.9576,4.54531
313.333,0.188,-10.6353,-0.481293,3.78,6.9576,4.62274
313.375,0.184,-9.67841,-0.48587,3.5115,6.13696,4.73135
313.417,0.169,-9.16943,-0.48587,3.15375,6.20832,4.86409
313.458,0.194,-8.03613,-0.48587,2.80237,6.56512,4.9918
313.5,0.193,-7.82028,-0.481293,2.63475,6.9576,4.9928
313.542,0.192,-8.2731,-0.481293,2.64787,6.9576,4.97973
313.583,0.192,-7.82028,-0.51358,2.67,6.9576,4.92543
313.625,0.193,-6.33987,-0.481293,2.57212,6.9576,4.93951
313.667,0.192,-6.67624,-0.51358,2.42775,6.56512,5.02398
313.708,0.191,-7.45486,-0.509003,2.37563,6.9576,5.02297
313.75,0.19,-8.22595,-0.51358,2.43675,5.81584,4.93548
313.792,0.19,-8.17868,-0.509003,2.52675,6.9576,4.849
313.833,0.178,-7.7478,-0.509003,2.598,6.9576,4.78263
313.875,0.184,-7.94052,-0.481293,2.74988,6.56512,4.77358
313.917,0.218,-7.84439,-0.481293,2.95538,6.17264,4.76252
313.958,0.215,-7.89252,-0.481293,2.97975,6.9576,4.73939
314,0.22,-8.01227,-0.481293,2.748,6.56512,4.67302
314.042,0.235,-7.96448,-0.481293,2.40375,6.9576,4.57749
314.083,0.238,-7.96448,-0.481293,2.15775,6.56512,4.52118
314.125,0.228,-7.7478,-0.481293,2.10187,5.38768,4.43369
314.167,0.238,-7.67496,-0.481293,2.10938,5.42336,4.33615
314.208,0.233,-8.3436,-0.481293,2.046,5.45904,4.29391
314.25,0.231,-8.92099,-0.453552,1.8915,5.74448,4.2386
314.292,0.229,-8.48386,-0.453552,1.72837,5.42336,4.19335
314.333,0.223,-8.53036,-0.453552,1.66125,4.6384,4.14006
314.375,0.22,-9.19183,-0.453552,1.67775,5.03088,4.09782
314.417,0.216,-8.2731,-0.425751,1.73063,4.6384,4.04251
314.458,0.21,-8.10757,-0.425751,1.845,4.6384,3.97815
314.5,0.237,-6.41803,-0.421112,2.09888,4.60272,3.9319
314.542,0.235,-5.4032,-0.421112,2.59275,3.88912,3.83536
314.583,0.235,-5.34824,-0.39328,3.19237,4.6384,3.75893
314.625,0.24,-7.62628,-0.421112,3.44025,4.6384,3.71569
314.667,0.238,-9.85217,-0.421112,3.153,4.6384,3.6272
314.708,0.241,-12.1078,-0.39328,2.64525,4.6384,3.56385
314.75,0.24,-13.1479,-0.397919,2.23275,3.85344,3.61111
314.792,0.235,-11.8963,-0.397919,2.09513,4.21024,3.75189
314.833,0.231,-10.8823,-0.425751,2.2875,3.96048,3.94899
314.875,0.234,-10.1312,-0.425751,2.60175,4.9952,4.1652
314.917,0.235,-9.39243,-0.453552,2.75662,4.6384,4.28587
314.958,0.235,-8.76111,-0.425751,2.6625,4.6384,4.36229
315,0.236,-8.57672,-0.425751,2.43112,5.81584,4.4357
315.042,0.229,-8.76111,-0.453552,2.17875,5.85152,4.4347
315.083,0.228,-8.94373,-0.453552,1.90575,5.38768,4.39246
315.125,0.23,-9.16943,-0.453552,1.64175,6.20832,4.38039
315.167,0.229,-9.37024,-0.453552,1.43625,5.81584,4.31603
315.208,0.23,-9.65656,-0.453552,1.30087,6.13696,4.30497
315.25,0.231,-9.95996,-0.453552,1.26562,5.81584,4.28285
315.292,0.228,-9.76547,-0.453552,1.22813,5.81584,4.30397
315.333,0.227,-9.19183,-0.453552,1.1385,5.42336,4.32911
315.375,0.222,-8.89822,-0.453552,1.32,5.03088,4.37034
315.417,0.218,-8.3905,-0.453552,1.8945,5.81584,4.35827
315.458,0.224,-8.0838,-0.453552,2.35238,5.85152,4.30497
315.5,0.224,-7.91656,-0.448914,2.4195,5.74448,4.22754
315.542,0.223,-7.55301,-0.448914,2.61225,5.42336,4.1843
315.583,0.219,-7.10721,-0.448914,3.27112,6.17264,4.16218
315.625,0.225,-7.23212,-0.453552,3.95475,6.17264,4.14106
315.667,0.225,-7.55301,-0.453552,4.338,5.85152,4.14207
315.708,0.227,-8.22595,-0.453552,4.48763,6.56512,4.18531
315.75,0.227,-9.39243,-0.453552,4.19287,5.81584,4.16419
315.792,0.225,-10.2373,-0.453552,3.64313,6.56512,4.23961
315.833,0.225,-11.4062,-0.453552,3.72938,6.13696,4.27179
315.875,0.223,-11.9156,-0.453552,4.4145,5.45904,4.38542
315.917,0.223,-12.8201,-0.48587,4.76962,5.42336,4.55939
315.958,0.221,-14.3862,-0.48587,4.59225,6.13696,4.77761
316,0.22,-15.274,-0.48587,4.25775,5.42336,5.00789
316.042,0.221,-15.6391,-0.51358,3.94125,5.45904,5.2794
316.083,0.217,-16.1043,-0.545868,3.77887,5.42336,5.56298
316.125,0.217,-16.3777,-0.578064,3.84863,5.38768,5.81337
316.167,0.216,-16.9415,-0.573456,3.90075,5.06656,6.04265
316.208,0.216,-17.8937,-0.605652,3.66337,4.9952,6.28198
316.25,0.215,-19.251,-0.633148,3.276,6.244,6.5002
316.292,0.216,-20.064,-0.6698,3.09825,6.9576,6.6973
316.333,0.215,-20.7351,-0.6698,3.16687,7.74256,6.9487
316.375,0.208,-20.8171,-0.697205,3.237,7.38576,7.19004
316.417,0.207,-20.4983,-0.729187,3.29437,7.70688,7.4515
316.458,0.179,-18.7707,-0.756531,3.47813,6.9576,7.71295
316.5,0.197,-16.8976,-0.756531,3.62288,7.35008,7.93418
316.542,0.207,-16.0276,-0.783844,3.384,6.9576,8.12525
316.583,0.194,-16.5278,-0.811127,2.70675,8.5632,8.31631
316.625,0.2,-16.9853,-0.811127,1.89,8.88432,8.37665
316.667,0.199,-17.36,-0.838379,1.16062,9.2768,8.43698
316.708,0.19,-17.8799,-0.838379,0.535875,8.88432,8.51743
316.75,0.201,-18.718,-0.870087,0.139125,9.66928,8.62805
316.792,0.206,-19.3658,-0.874634,0.03525,10.0618,8.72861
316.833,0.206,-19.8673,-0.901794,0.040875,9.2768,8.86939
316.875,0.208,-20.9802,-0.901794,0.03225,9.31248,8.93978
316.917,0.204,-21.7729,-0.901794,0.024,9.66928,9.11074
316.958,0.206,-22.3925,-0.928864,0.02325,10.0618,9.2113
